gene_id	gene_biotype	gene_name
ENSG00000249199	lincRNA	AC026785.3
ENSG00000250822	lincRNA	LINC02111
ENSG00000248455	lincRNA	LINC02217
ENSG00000249662	lincRNA	LINC02218
ENSG00000284552	protein_coding	AC106774.10
ENSG00000284373	protein_coding	AC106774.8
ENSG00000284439	protein_coding	AC106774.9
ENSG00000284283	protein_coding	AC106774.7
ENSG00000284234	protein_coding	AC106774.6
ENSG00000284042	protein_coding	AC106774.5
ENSG00000284465	protein_coding	AC233724.20
ENSG00000283967	protein_coding	AC233724.17
ENSG00000283988	protein_coding	AC233724.18
ENSG00000284356	protein_coding	AC233724.19
ENSG00000283740	protein_coding	AC233724.15
ENSG00000249156	protein_coding	AC233724.6
ENSG00000283776	protein_coding	AC233724.16
ENSG00000250782	protein_coding	AC233724.12
ENSG00000269466	protein_coding	H3.Y
ENSG00000249937	lincRNA	LINC02223
ENSG00000248693	lincRNA	LINC02100
ENSG00000249174	lincRNA	AC106744.1
ENSG00000251487	lincRNA	AC106744.2
ENSG00000145526	protein_coding	CDH18
ENSG00000249854	lincRNA	CDH18-AS1
ENSG00000251629	lincRNA	LINC02241
ENSG00000249490	lincRNA	LINC02146
ENSG00000249359	lincRNA	AC093274.1
ENSG00000272130	lincRNA	AC091946.2
ENSG00000253766	antisense	AC091946.1
ENSG00000154162	protein_coding	CDH12
ENSG00000249404	lincRNA	AC010445.1
ENSG00000164256	protein_coding	PRDM9
ENSG00000248874	lincRNA	C5orf17
ENSG00000250694	lincRNA	AC010387.1
ENSG00000040731	protein_coding	CDH10
ENSG00000251294	antisense	AC091885.2
ENSG00000248908	lincRNA	LINC02239
ENSG00000250524	lincRNA	AC106821.1
ENSG00000251273	lincRNA	LINC02228
ENSG00000245662	lincRNA	LINC02211
ENSG00000285042	lincRNA	AC099499.2
ENSG00000251654	lincRNA	AC099499.1
ENSG00000260761	lincRNA	AC106754.1
ENSG00000248605	lincRNA	AC022140.1
ENSG00000249099	lincRNA	AC025475.1
ENSG00000251033	lincRNA	AC113347.4
ENSG00000113100	protein_coding	CDH9
ENSG00000248490	lincRNA	AC113355.1
ENSG00000250337	lincRNA	PURPL
ENSG00000249785	lincRNA	LINC02103
ENSG00000250453	lincRNA	AC008825.1
ENSG00000259786	lincRNA	LINC02109
ENSG00000248391	lincRNA	LINC02064
ENSG00000254138	antisense	AC113386.1
ENSG00000113361	protein_coding	CDH6
ENSG00000113360	protein_coding	DROSHA
ENSG00000082213	protein_coding	C5orf22
ENSG00000133401	protein_coding	PDZD2
ENSG00000248813	lincRNA	AC022447.3
ENSG00000248378	lincRNA	AC022447.1
ENSG00000250164	lincRNA	AC022447.7
ENSG00000250764	antisense	AC025178.1
ENSG00000113384	protein_coding	GOLPH3
ENSG00000272086	lincRNA	AC025181.2
ENSG00000150712	protein_coding	MTMR12
ENSG00000056097	protein_coding	ZFR
ENSG00000113387	protein_coding	SUB1
ENSG00000250885	lincRNA	LINC02061
ENSG00000113389	protein_coding	NPR3
ENSG00000250697	lincRNA	AC010343.3
ENSG00000248279	lincRNA	LINC02120
ENSG00000249102	lincRNA	AC034223.1
ENSG00000251281	lincRNA	AC034223.2
ENSG00000251443	lincRNA	LINC02160
ENSG00000249572	antisense	AC034231.1
ENSG00000113407	protein_coding	TARS
ENSG00000250583	lincRNA	AC034232.2
ENSG00000151388	protein_coding	ADAMTS12
ENSG00000182631	protein_coding	RXFP3
ENSG00000164175	protein_coding	SLC45A2
ENSG00000242110	protein_coding	AMACR
ENSG00000273294	protein_coding	C1QTNF3-AMACR
ENSG00000082196	protein_coding	C1QTNF3
ENSG00000271771	lincRNA	AC139792.1
ENSG00000271874	lincRNA	AC025754.2
ENSG00000039560	protein_coding	RAI14
ENSG00000250234	antisense	AC025754.1
ENSG00000272323	antisense	AC026801.2
ENSG00000205838	protein_coding	TTC23L
ENSG00000113456	protein_coding	RAD1
ENSG00000113460	protein_coding	BRIX1
ENSG00000168724	protein_coding	DNAJC21
ENSG00000113492	protein_coding	AGXT2
ENSG00000113494	protein_coding	PRLR
ENSG00000152582	protein_coding	SPEF2
ENSG00000248969	antisense	AC137810.1
ENSG00000168685	protein_coding	IL7R
ENSG00000152611	protein_coding	CAPSL
ENSG00000249748	antisense	AC112204.2
ENSG00000145626	protein_coding	UGT3A1
ENSG00000168671	protein_coding	UGT3A2
ENSG00000164187	protein_coding	LMBRD2
ENSG00000145604	protein_coding	SKP2
ENSG00000152620	protein_coding	NADK2
ENSG00000245711	antisense	NADK2-AS1
ENSG00000164188	protein_coding	RANBP3L
ENSG00000079215	protein_coding	SLC1A3
ENSG00000274441	antisense	AC008957.2
ENSG00000250155	antisense	AC008957.1
ENSG00000272103	lincRNA	AC026741.1
ENSG00000164190	protein_coding	NIPBL
ENSG00000197603	protein_coding	CPLANE1
ENSG00000113569	protein_coding	NUP155
ENSG00000082068	protein_coding	WDR70
ENSG00000248587	antisense	GDNF-AS1
ENSG00000168621	protein_coding	GDNF
ENSG00000248539	lincRNA	LINC02117
ENSG00000250032	lincRNA	AC008869.1
ENSG00000251518	lincRNA	LINC02110
ENSG00000248533	lincRNA	AC034226.1
ENSG00000250003	lincRNA	LINC02107
ENSG00000248461	lincRNA	LINC02119
ENSG00000164318	protein_coding	EGFLAM
ENSG00000248730	antisense	EGFLAM-AS4
ENSG00000249071	antisense	EGFLAM-AS3
ENSG00000248572	antisense	EGFLAM-AS2
ENSG00000249491	antisense	EGFLAM-AS1
ENSG00000251257	antisense	AC010457.1
ENSG00000113594	protein_coding	LIFR
ENSG00000244968	antisense	LIFR-AS1
ENSG00000251189	lincRNA	AC010425.1
ENSG00000249740	lincRNA	OSMR-AS1
ENSG00000250629	antisense	AC091435.2
ENSG00000145623	protein_coding	OSMR
ENSG00000164327	protein_coding	RICTOR
ENSG00000082074	protein_coding	FYB1
ENSG00000113600	protein_coding	C9
ENSG00000153071	protein_coding	DAB2
ENSG00000271334	lincRNA	LINC02104
ENSG00000250048	lincRNA	LINC00603
ENSG00000250585	lincRNA	LINC00604
ENSG00000283286	lincRNA	AC093277.1
ENSG00000113638	protein_coding	TTC33
ENSG00000171522	protein_coding	PTGER4
ENSG00000132356	protein_coding	PRKAA1
ENSG00000145592	protein_coding	RPL37
ENSG00000132357	protein_coding	CARD6
ENSG00000112936	protein_coding	C7
ENSG00000171495	protein_coding	MROH2B
ENSG00000039537	protein_coding	C6
ENSG00000182836	protein_coding	PLCXD3
ENSG00000083720	protein_coding	OXCT1
ENSG00000205765	protein_coding	C5orf51
ENSG00000151876	protein_coding	FBXO4
ENSG00000260786	lincRNA	AC108099.1
ENSG00000112964	protein_coding	GHR
ENSG00000198865	protein_coding	CCDC152
ENSG00000250722	protein_coding	SELENOP
ENSG00000272234	antisense	AC008945.1
ENSG00000271788	lincRNA	AC008875.1
ENSG00000251131	antisense	AC025171.3
ENSG00000272382	lincRNA	AC025171.5
ENSG00000177721	protein_coding	ANXA2R
ENSG00000215068	antisense	AC025171.2
ENSG00000272144	lincRNA	AC025171.4
ENSG00000172262	protein_coding	ZNF131
ENSG00000177453	protein_coding	NIM1K
ENSG00000261604	antisense	AC114947.2
ENSG00000112972	protein_coding	HMGCS1
ENSG00000151882	protein_coding	CCL28
ENSG00000151881	protein_coding	TMEM267
ENSG00000172244	protein_coding	C5orf34
ENSG00000248554	antisense	AC114956.2
ENSG00000248240	antisense	AC114956.1
ENSG00000172239	protein_coding	PAIP1
ENSG00000248092	antisense	NNT-AS1
ENSG00000112992	protein_coding	NNT
ENSG00000249276	lincRNA	AC104119.1
ENSG00000070193	protein_coding	FGF10
ENSG00000248464	antisense	FGF10-AS1
ENSG00000249203	lincRNA	LINC02224
ENSG00000250418	lincRNA	AC093292.1
ENSG00000251141	antisense	MRPS30-DT
ENSG00000248779	lincRNA	AC093297.1
ENSG00000112996	protein_coding	MRPS30
ENSG00000272335	lincRNA	AC093297.2
ENSG00000248148	lincRNA	AC114954.1
ENSG00000164588	protein_coding	HCN1
ENSG00000250122	lincRNA	AC122694.1
ENSG00000170571	protein_coding	EMB
ENSG00000271752	lincRNA	AC112187.3
ENSG00000151883	protein_coding	PARP8
ENSG00000249405	lincRNA	AC022441.1
ENSG00000251601	lincRNA	AC022441.2
ENSG00000250360	lincRNA	AC008808.2
ENSG00000251573	lincRNA	LINC02106
ENSG00000248918	lincRNA	AC008808.1
ENSG00000259663	antisense	AC010478.1
ENSG00000016082	protein_coding	ISL1
ENSG00000251125	lincRNA	AC091860.2
ENSG00000248789	lincRNA	LINC02118
ENSG00000248898	antisense	AC022126.1
ENSG00000213949	protein_coding	ITGA1
ENSG00000152684	protein_coding	PELO
ENSG00000249899	antisense	AC025180.1
ENSG00000164171	protein_coding	ITGA2
ENSG00000272123	antisense	AC008966.2
ENSG00000164172	protein_coding	MOCS2
ENSG00000247796	antisense	AC008966.1
ENSG00000134363	protein_coding	FST
ENSG00000164258	protein_coding	NDUFS4
ENSG00000250447	lincRNA	LINC02105
ENSG00000272416	lincRNA	AC025175.1
ENSG00000185305	protein_coding	ARL15
ENSG00000249069	lincRNA	LINC01033
ENSG00000169271	protein_coding	HSPB3
ENSG00000178996	protein_coding	SNX18
ENSG00000249016	lincRNA	AC112198.3
ENSG00000164283	protein_coding	ESM1
ENSG00000113088	protein_coding	GZMK
ENSG00000251376	lincRNA	AC034238.3
ENSG00000248029	lincRNA	AC034238.2
ENSG00000145649	protein_coding	GZMA
ENSG00000164287	protein_coding	CDC20B
ENSG00000164294	protein_coding	GPX8
ENSG00000234602	protein_coding	MCIDAS
ENSG00000152669	protein_coding	CCNO
ENSG00000251307	antisense	AC026704.1
ENSG00000067248	protein_coding	DHX29
ENSG00000039123	protein_coding	MTREX
ENSG00000067113	protein_coding	PLPP1
ENSG00000177058	protein_coding	SLC38A9
ENSG00000152670	protein_coding	DDX4
ENSG00000164509	protein_coding	IL31RA
ENSG00000134352	protein_coding	IL6ST
ENSG00000262211	antisense	AC008914.1
ENSG00000249236	lincRNA	AC008892.1
ENSG00000227908	antisense	AC016596.1
ENSG00000164512	protein_coding	ANKRD55
ENSG00000249697	lincRNA	AC034245.1
ENSG00000248727	lincRNA	LINC01948
ENSG00000225940	protein_coding	C5orf67
ENSG00000228650	lincRNA	AC008940.1
ENSG00000095015	protein_coding	MAP3K1
ENSG00000237705	antisense	AC008937.2
ENSG00000225230	antisense	AC008937.1
ENSG00000155542	protein_coding	SETD9
ENSG00000155545	protein_coding	MIER3
ENSG00000271828	antisense	AC008937.3
ENSG00000235635	antisense	AC016644.1
ENSG00000062194	protein_coding	GPBP1
ENSG00000250961	antisense	AC025470.2
ENSG00000169067	protein_coding	ACTBL2
ENSG00000248294	lincRNA	AC008780.1
ENSG00000249436	lincRNA	AC008780.2
ENSG00000249198	lincRNA	AC106822.1
ENSG00000249584	lincRNA	LINC02225
ENSG00000248132	lincRNA	LINC02101
ENSG00000145632	protein_coding	PLK2
ENSG00000175857	protein_coding	GAPT
ENSG00000250127	lincRNA	LINC02108
ENSG00000152932	protein_coding	RAB3C
ENSG00000248475	antisense	AC016642.1
ENSG00000248733	antisense	AC008852.1
ENSG00000113448	protein_coding	PDE4D
ENSG00000247345	antisense	AC092343.1
ENSG00000248935	antisense	AC034234.1
ENSG00000152931	lincRNA	PART1
ENSG00000035499	protein_coding	DEPDC1B
ENSG00000164181	protein_coding	ELOVL7
ENSG00000272308	lincRNA	AC104113.1
ENSG00000049167	protein_coding	ERCC8
ENSG00000233847	antisense	AC022445.1
ENSG00000164182	protein_coding	NDUFAF2
ENSG00000188725	protein_coding	SMIM15
ENSG00000251279	antisense	SMIM15-AS1
ENSG00000249279	lincRNA	LINC02057
ENSG00000130449	protein_coding	ZSWIM6
ENSG00000248529	antisense	AC026746.1
ENSG00000251575	lincRNA	C5orf64-AS1
ENSG00000248199	lincRNA	AC026434.1
ENSG00000068796	protein_coding	KIF2A
ENSG00000086189	protein_coding	DIMT1
ENSG00000086200	protein_coding	IPO11
ENSG00000186105	protein_coding	LRRC70
ENSG00000178394	protein_coding	HTR1A
ENSG00000164197	protein_coding	RNF180
ENSG00000186479	protein_coding	RGS7BP
ENSG00000145642	protein_coding	SHISAL2B
ENSG00000153006	protein_coding	SREK1IP1
ENSG00000153015	protein_coding	CWC27
ENSG00000272370	lincRNA	AC092354.2
ENSG00000272354	lincRNA	AC092354.1
ENSG00000049192	protein_coding	ADAMTS6
ENSG00000250081	lincRNA	AC025176.1
ENSG00000123219	protein_coding	CENPK
ENSG00000113593	protein_coding	PPWD1
ENSG00000113595	protein_coding	TRIM23
ENSG00000113597	protein_coding	TRAPPC13
ENSG00000253251	protein_coding	SHLD3
ENSG00000197860	protein_coding	SGTB
ENSG00000123213	protein_coding	NLN
ENSG00000269961	lincRNA	AC010359.1
ENSG00000112851	protein_coding	ERBIN
ENSG00000153914	protein_coding	SREK1
ENSG00000253744	antisense	AC025442.1
ENSG00000248846	lincRNA	LINC02065
ENSG00000251391	lincRNA	AC113378.1
ENSG00000250313	lincRNA	LINC02229
ENSG00000069020	protein_coding	MAST4
ENSG00000229666	antisense	MAST4-AS1
ENSG00000134061	protein_coding	CD180
ENSG00000251206	lincRNA	AC010420.1
ENSG00000249364	lincRNA	AC112206.2
ENSG00000249736	lincRNA	LINC02242
ENSG00000250421	lincRNA	AC106798.1
ENSG00000249894	lincRNA	AC024581.1
ENSG00000253787	lincRNA	LINC02219
ENSG00000145675	protein_coding	PIK3R1
ENSG00000251044	lincRNA	AC024579.1
ENSG00000248884	lincRNA	AC010280.2
ENSG00000249588	lincRNA	AC010280.3
ENSG00000248359	lincRNA	AC010280.1
ENSG00000249335	lincRNA	AC093523.1
ENSG00000250066	lincRNA	AC093248.1
ENSG00000249352	lincRNA	LINC02198
ENSG00000250237	lincRNA	AC010273.2
ENSG00000145740	protein_coding	SLC30A5
ENSG00000248664	antisense	AC010273.1
ENSG00000134057	protein_coding	CCNB1
ENSG00000153044	protein_coding	CENPH
ENSG00000134056	protein_coding	MRPS36
ENSG00000134058	protein_coding	CDK7
ENSG00000183323	protein_coding	CCDC125
ENSG00000085231	protein_coding	AK6
ENSG00000273841	protein_coding	TAF9
ENSG00000152942	protein_coding	RAD17
ENSG00000152939	protein_coding	MARVELD2
ENSG00000249295	antisense	AC145146.1
ENSG00000197822	protein_coding	OCLN
ENSG00000183474	protein_coding	GTF2H2C
ENSG00000205572	protein_coding	SERF1B
ENSG00000205571	protein_coding	SMN2
ENSG00000285151	antisense	AC140134.2
ENSG00000269983	lincRNA	AC146944.4
ENSG00000172058	protein_coding	SERF1A
ENSG00000172062	protein_coding	SMN1
ENSG00000285204	antisense	AC139834.1
ENSG00000249437	protein_coding	NAIP
ENSG00000145736	protein_coding	GTF2H2
ENSG00000250387	lincRNA	LINC02197
ENSG00000253985	lincRNA	AC145141.2
ENSG00000249981	lincRNA	AC145141.1
ENSG00000145734	protein_coding	BDP1
ENSG00000131844	protein_coding	MCCC2
ENSG00000164326	protein_coding	CARTPT
ENSG00000131711	protein_coding	MAP1B
ENSG00000113048	protein_coding	MRPS27
ENSG00000049883	protein_coding	PTCD2
ENSG00000178175	protein_coding	ZNF366
ENSG00000248371	lincRNA	LINC02056
ENSG00000251613	lincRNA	AC063979.2
ENSG00000249085	antisense	AC035140.1
ENSG00000083312	protein_coding	TNPO1
ENSG00000271926	lincRNA	AC008972.1
ENSG00000272081	lincRNA	AC008972.2
ENSG00000157107	protein_coding	FCHO2
ENSG00000157111	protein_coding	TMEM171
ENSG00000251599	antisense	AC116345.3
ENSG00000164325	protein_coding	TMEM174
ENSG00000249743	lincRNA	AC116345.1
ENSG00000251543	lincRNA	LINC02230
ENSG00000251493	protein_coding	FOXD1
ENSG00000247993	lincRNA	FOXD1-AS1
ENSG00000251604	lincRNA	LINC01385
ENSG00000251324	antisense	LINC01386
ENSG00000272525	lincRNA	AC099522.2
ENSG00000145741	protein_coding	BTF3
ENSG00000164331	protein_coding	ANKRA2
ENSG00000164338	protein_coding	UTP15
ENSG00000214944	protein_coding	ARHGEF28
ENSG00000249293	antisense	AC091868.2
ENSG00000259968	lincRNA	AC093283.1
ENSG00000248474	lincRNA	LINC02122
ENSG00000248942	lincRNA	LINC01335
ENSG00000251041	lincRNA	AC106732.1
ENSG00000249343	lincRNA	LINC01333
ENSG00000250446	lincRNA	LINC01332
ENSG00000248673	lincRNA	LINC01331
ENSG00000171617	protein_coding	ENC1
ENSG00000049860	protein_coding	HEXB
ENSG00000164347	protein_coding	GFM2
ENSG00000164346	protein_coding	NSA2
ENSG00000198780	protein_coding	FAM169A
ENSG00000271714	antisense	AC010501.1
ENSG00000249856	lincRNA	AC116337.3
ENSG00000176928	protein_coding	GCNT4
ENSG00000250889	lincRNA	LINC01336
ENSG00000145700	protein_coding	ANKRD31
ENSG00000247372	antisense	AC008897.2
ENSG00000113161	protein_coding	HMGCR
ENSG00000113163	protein_coding	COL4A3BP
ENSG00000271815	lincRNA	AC008897.3
ENSG00000122008	protein_coding	POLK
ENSG00000248881	antisense	AC010245.1
ENSG00000272040	lincRNA	AC010245.2
ENSG00000189045	protein_coding	ANKDD1B
ENSG00000152359	protein_coding	POC5
ENSG00000248127	lincRNA	AC026774.1
ENSG00000122012	protein_coding	SV2C
ENSG00000250348	antisense	AC113404.1
ENSG00000145703	protein_coding	IQGAP2
ENSG00000249713	antisense	AC026725.1
ENSG00000164220	protein_coding	F2RL2
ENSG00000225407	antisense	AC025188.1
ENSG00000181104	protein_coding	F2R
ENSG00000164251	protein_coding	F2RL1
ENSG00000171643	protein_coding	S100Z
ENSG00000145708	protein_coding	CRHBP
ENSG00000164252	protein_coding	AGGF1
ENSG00000285000	protein_coding	AC008581.2
ENSG00000132846	protein_coding	ZBED3
ENSG00000250615	antisense	AC008581.1
ENSG00000250802	antisense	ZBED3-AS1
ENSG00000284762	protein_coding	AC022414.1
ENSG00000113231	protein_coding	PDE8B
ENSG00000164253	protein_coding	WDR41
ENSG00000171540	protein_coding	OTP
ENSG00000171530	protein_coding	TBCA
ENSG00000253572	lincRNA	AC108482.1
ENSG00000132842	protein_coding	AP3B1
ENSG00000245556	lincRNA	SCAMP1-AS1
ENSG00000085365	protein_coding	SCAMP1
ENSG00000145685	protein_coding	LHFPL2
ENSG00000113273	protein_coding	ARSB
ENSG00000132837	protein_coding	DMGDH
ENSG00000132840	protein_coding	BHMT2
ENSG00000145692	protein_coding	BHMT
ENSG00000152409	protein_coding	JMY
ENSG00000152413	protein_coding	HOMER1
ENSG00000164329	protein_coding	TENT2
ENSG00000164309	protein_coding	CMYA5
ENSG00000250258	antisense	AC008496.2
ENSG00000250888	antisense	LINC01455
ENSG00000177034	protein_coding	MTX3
ENSG00000113296	protein_coding	THBS4
ENSG00000249825	antisense	AC012636.1
ENSG00000164300	protein_coding	SERINC5
ENSG00000251675	antisense	AC010260.1
ENSG00000164299	protein_coding	SPZ1
ENSG00000039319	protein_coding	ZFYVE16
ENSG00000249042	antisense	AC008771.1
ENSG00000152380	protein_coding	FAM151B
ENSG00000189127	protein_coding	ANKRD34B
ENSG00000251221	lincRNA	LINC01337
ENSG00000228716	protein_coding	DHFR
ENSG00000249655	antisense	AC008434.1
ENSG00000113318	protein_coding	MSH3
ENSG00000251450	antisense	RASGRF2-AS1
ENSG00000113319	protein_coding	RASGRF2
ENSG00000249772	antisense	AC026427.1
ENSG00000247572	antisense	CKMT2-AS1
ENSG00000131730	protein_coding	CKMT2
ENSG00000131732	protein_coding	ZCCHC9
ENSG00000172497	protein_coding	ACOT12
ENSG00000145687	protein_coding	SSBP2
ENSG00000249483	lincRNA	AC026726.1
ENSG00000152348	protein_coding	ATG10
ENSG00000248192	antisense	ATG10-AS1
ENSG00000186468	protein_coding	RPS23
ENSG00000205464	protein_coding	ATP6AP1L
ENSG00000248393	lincRNA	AC026782.1
ENSG00000248870	lincRNA	AC026782.2
ENSG00000249100	lincRNA	AC008885.2
ENSG00000281327	lincRNA	LINC01338
ENSG00000248112	lincRNA	AC108174.1
ENSG00000249857	lincRNA	AC027338.2
ENSG00000249664	lincRNA	AC027338.1
ENSG00000271862	lincRNA	AC104118.1
ENSG00000174695	protein_coding	TMEM167A
ENSG00000152422	protein_coding	XRCC4
ENSG00000038427	protein_coding	VCAN
ENSG00000249835	antisense	VCAN-AS1
ENSG00000145681	protein_coding	HAPLN1
ENSG00000164176	protein_coding	EDIL3
ENSG00000250320	antisense	AC113383.1
ENSG00000249349	lincRNA	AC114928.1
ENSG00000249792	lincRNA	AC117522.2
ENSG00000248667	lincRNA	AC010486.1
ENSG00000249023	lincRNA	AC010486.2
ENSG00000249842	lincRNA	AC010486.3
ENSG00000250874	lincRNA	AC010595.1
ENSG00000249153	lincRNA	AC026414.1
ENSG00000248195	lincRNA	AC016550.1
ENSG00000248363	lincRNA	AC016550.2
ENSG00000250124	lincRNA	AC016550.3
ENSG00000127184	protein_coding	COX7C
ENSG00000250544	lincRNA	LINC02059
ENSG00000248701	lincRNA	AC008539.1
ENSG00000249061	lincRNA	AC109492.1
ENSG00000233828	lincRNA	LINC01949
ENSG00000145715	protein_coding	RASA1
ENSG00000134480	protein_coding	CCNH
ENSG00000285190	antisense	AC018754.1
ENSG00000249362	lincRNA	LINC02488
ENSG00000248708	lincRNA	LINC02144
ENSG00000164180	protein_coding	TMEM161B
ENSG00000247828	antisense	TMEM161B-AS1
ENSG00000250156	lincRNA	LINC02060
ENSG00000271904	lincRNA	AC091826.2
ENSG00000245526	lincRNA	LINC00461
ENSG00000245864	antisense	MEF2C-AS2
ENSG00000250377	lincRNA	AC008525.1
ENSG00000250555	antisense	AC008525.2
ENSG00000081189	protein_coding	MEF2C
ENSG00000248309	antisense	MEF2C-AS1
ENSG00000250831	lincRNA	AC074131.1
ENSG00000250437	lincRNA	LINC02161
ENSG00000214942	lincRNA	AC008448.1
ENSG00000249265	lincRNA	AC113167.1
ENSG00000253321	lincRNA	AC099554.1
ENSG00000153140	protein_coding	CETN3
ENSG00000176055	protein_coding	MBLAC2
ENSG00000113356	protein_coding	POLR3G
ENSG00000176018	protein_coding	LYSMD3
ENSG00000164199	protein_coding	ADGRV1
ENSG00000212930	lincRNA	AC093281.1
ENSG00000251093	lincRNA	AC093281.2
ENSG00000234292	lincRNA	AC123595.1
ENSG00000248323	lincRNA	LUCAT1
ENSG00000271762	lincRNA	AC123595.2
ENSG00000241059	antisense	AC008799.2
ENSG00000113369	protein_coding	ARRDC3
ENSG00000281357	lincRNA	ARRDC3-AS1
ENSG00000250049	lincRNA	AC114316.2
ENSG00000248864	lincRNA	AC114316.1
ENSG00000249776	lincRNA	AC124854.1
ENSG00000249169	lincRNA	AC026780.1
ENSG00000249984	lincRNA	AC026780.2
ENSG00000248588	lincRNA	AC008517.1
ENSG00000248528	lincRNA	LINC02058
ENSG00000251361	lincRNA	AC012625.1
ENSG00000237187	antisense	NR2F1-AS1
ENSG00000175745	protein_coding	NR2F1
ENSG00000113391	protein_coding	FAM172A
ENSG00000248483	protein_coding	POU5F2
ENSG00000272406	lincRNA	AC108102.1
ENSG00000185261	protein_coding	KIAA0825
ENSG00000133302	protein_coding	SLF1
ENSG00000175471	protein_coding	MCTP1
ENSG00000249175	antisense	AC008534.1
ENSG00000249545	antisense	AC012312.1
ENSG00000153347	protein_coding	FAM81B
ENSG00000198677	protein_coding	TTC37
ENSG00000164291	protein_coding	ARSK
ENSG00000178015	protein_coding	GPR150
ENSG00000175449	protein_coding	RFESD
ENSG00000145757	protein_coding	SPATA9
ENSG00000250240	antisense	AC008840.1
ENSG00000164292	protein_coding	RHOBTB3
ENSG00000173221	protein_coding	GLRX
ENSG00000251409	lincRNA	AC008592.4
ENSG00000272021	lincRNA	AC008592.5
ENSG00000236882	lincRNA	LINC01554
ENSG00000118985	protein_coding	ELL2
ENSG00000251314	antisense	AC104123.1
ENSG00000250955	lincRNA	AC008592.2
ENSG00000250551	lincRNA	MIR583HG
ENSG00000249746	lincRNA	AC099509.1
ENSG00000250158	lincRNA	AC099509.2
ENSG00000175426	protein_coding	PCSK1
ENSG00000153113	protein_coding	CAST
ENSG00000249180	antisense	AC020900.1
ENSG00000164307	protein_coding	ERAP1
ENSG00000248734	antisense	AC008906.1
ENSG00000272109	antisense	AC008906.2
ENSG00000247121	antisense	AC009126.1
ENSG00000164308	protein_coding	ERAP2
ENSG00000113441	protein_coding	LNPEP
ENSG00000251513	lincRNA	LIX1-AS1
ENSG00000145721	protein_coding	LIX1
ENSG00000058729	protein_coding	RIOK2
ENSG00000248758	antisense	AC008883.1
ENSG00000251054	lincRNA	AC008883.2
ENSG00000250331	lincRNA	LINC01340
ENSG00000248202	lincRNA	LINC02234
ENSG00000248901	lincRNA	LINC01846
ENSG00000174136	protein_coding	RGMB
ENSG00000246763	antisense	RGMB-AS1
ENSG00000279232	antisense	AC008522.1
ENSG00000153922	protein_coding	CHD1
ENSG00000248489	lincRNA	LINC02062
ENSG00000249515	lincRNA	LINC02113
ENSG00000249787	lincRNA	AC113385.1
ENSG00000247877	lincRNA	AC021086.1
ENSG00000174132	protein_coding	FAM174A
ENSG00000250806	lincRNA	AC027315.1
ENSG00000113532	protein_coding	ST8SIA4
ENSG00000248261	lincRNA	AC008948.1
ENSG00000173930	protein_coding	SLCO4C1
ENSG00000205359	protein_coding	SLCO6A1
ENSG00000249017	antisense	AC094108.1
ENSG00000250958	lincRNA	LINC00492
ENSG00000247402	lincRNA	AC099487.1
ENSG00000250682	lincRNA	LINC00491
ENSG00000145730	protein_coding	PAM
ENSG00000145723	protein_coding	GIN1
ENSG00000145725	protein_coding	PPIP5K2
ENSG00000248203	antisense	AC011362.1
ENSG00000181751	protein_coding	C5orf30
ENSG00000250567	lincRNA	AC010406.1
ENSG00000248757	lincRNA	LINC02115
ENSG00000112874	protein_coding	NUDT12
ENSG00000251026	lincRNA	LINC02163
ENSG00000251574	lincRNA	AC099520.1
ENSG00000253776	lincRNA	AC099520.2
ENSG00000253584	lincRNA	AC091987.1
ENSG00000251027	lincRNA	LINC01950
ENSG00000184349	protein_coding	EFNA5
ENSG00000249959	lincRNA	AC024587.2
ENSG00000145743	protein_coding	FBXL17
ENSG00000272523	lincRNA	LINC01023
ENSG00000151422	protein_coding	FER
ENSG00000250383	antisense	AC008871.1
ENSG00000249476	lincRNA	AC008467.1
ENSG00000198961	protein_coding	PJA2
ENSG00000251367	lincRNA	AC091917.3
ENSG00000248876	lincRNA	AC091917.2
ENSG00000248440	lincRNA	AC091917.1
ENSG00000271849	lincRNA	AC012603.1
ENSG00000112893	protein_coding	MAN2A1
ENSG00000254106	lincRNA	LINC01848
ENSG00000186952	protein_coding	TMEM232
ENSG00000164209	protein_coding	SLC25A46
ENSG00000248428	lincRNA	AC010395.1
ENSG00000145777	protein_coding	TSLP
ENSG00000253613	antisense	AC008572.1
ENSG00000134987	protein_coding	WDR36
ENSG00000152495	protein_coding	CAMK4
ENSG00000249318	antisense	AC010468.2
ENSG00000248268	antisense	AC010275.1
ENSG00000164211	protein_coding	STARD4
ENSG00000246859	antisense	STARD4-AS1
ENSG00000134986	protein_coding	NREP
ENSG00000250095	antisense	NREP-AS1
ENSG00000129595	protein_coding	EPB41L4A
ENSG00000224032	lincRNA	EPB41L4A-AS1
ENSG00000250882	antisense	AC010261.1
ENSG00000251187	antisense	AC010261.2
ENSG00000251076	antisense	AC104126.1
ENSG00000278921	lincRNA	EPB41L4A-DT
ENSG00000250358	lincRNA	LINC02200
ENSG00000134982	protein_coding	APC
ENSG00000258864	protein_coding	AC008575.1
ENSG00000153037	protein_coding	SRP19
ENSG00000129625	protein_coding	REEP5
ENSG00000172795	protein_coding	DCP2
ENSG00000171444	protein_coding	MCC
ENSG00000232633	antisense	AC079465.1
ENSG00000212122	protein_coding	TSSK1B
